unit               R*方位角        R*高度角        圆心拟合X        圆心拟合Y        圆心拟合Z           高度角                            方位角                        旋转圆心X       旋转圆心Y      中心轴长        偏心轴长  中心轴初始角 偏心轴初始角 替换参数 
E0301           268962.673745   820372.763886   268726.170811   820140.606991   -18715.771647 	 0.0412077819132944390000000 	 0.0135101452539471610000000        1.032119        4.949226     8196.239145     8190.425758   0.044891  -0.084830    999 
E0401           332998.233430   798032.103560   332715.214154   797818.400394   -18775.331944 	 0.0400855980731345680000000 	 0.0167266871655809280000000        2.410236        1.901513     8266.682223     8194.332151  -0.050071  -0.091484    999 
E0402           307381.177306   798131.908268   307121.987219   797918.124918   -18367.673133 	 0.0400906113193748160000000 	 0.0154399281354376980000000        1.050921        4.291893     8162.523814     8190.078520  -0.003722  -0.085801    999 
E0403           281766.626729   798048.861398   281530.869057   797835.144770   -17985.654962 	 0.0400864398287054600000000 	 0.0141532949603394820000000        0.775002        4.621640     8023.481501     8188.089362   0.154533  -0.030276    999 
E0404           256143.038689   798143.046623   255930.155434   797929.254322   -17643.549749 	 0.0400911708051425380000000 	 0.0128662078284032310000000        1.446154        1.438562     8149.204133     8206.266523   0.034723  -0.034489    999 
E0501           371413.870368   775902.006068   371110.293554   775705.592087   -18579.962794 	 0.0389739909217395530000000 	 0.0186563260549951070000000        1.855434        2.646929     8122.352568     8218.482909  -0.032498  -0.081874    999 
E0502           345778.931433   775880.934148   345498.992919   775684.536168   -18117.768238 	 0.0389729324674136370000000 	 0.0173686687612890980000000        1.344180        1.474936     8160.820284     8187.596866  -0.130448  -0.104142    999 
E0503           320174.387900   775944.385994   319917.432742   775747.939828   -17692.334028 	 0.0389761196890750570000000 	 0.0160825382455320010000000        1.521955        3.636467     8287.805498     8206.402518   0.129829  -0.091019    999 
E0504           294564.520063   775940.507776   294330.068878   775744.064555   -17297.099506 	 0.0389759248840024910000000 	 0.0147961402870576620000000        2.478135        2.131202     8175.449198     8182.167290  -0.051946  -0.075231    999 
E0505           268940.410962   775898.119093   268728.008682   775701.708063   -16933.088175 	 0.0389737956768098290000000 	 0.0135090269819342830000000       -0.132256        3.609912     8110.156924     8194.954691  -0.381677  -0.106652    999 
E0601           409839.678333   753853.765763   409516.957546   753673.623775   -18486.599091 	 0.0378664955024823750000000 	 0.0205864758407819790000000        2.298920        3.202784     8124.748978     8207.300019  -0.225010  -0.081661    999 
E0602           384212.461672   753820.933730   383913.229877   753640.815278   -17974.677157 	 0.0378648463311789110000000 	 0.0192992064411511740000000        0.161193       -0.157738     8163.585734     8206.440486  -0.109866  -0.080242    999 
E0603           358612.763135   753785.533438   358336.358531   753605.440359   -17496.112646 	 0.0378630681547245730000000 	 0.0180133192923055790000000        1.517287        4.201639     8632.493936     8185.769905   0.006623  -0.096686    999 
E0604           334949.633410   747082.057003   334698.027492   746906.725846   -16831.650556 	 0.0375263487910962030000000 	 0.0168247070759738220000000        0.005521        0.008149     8589.808319     8204.622779   0.784240   0.733037    999 
E0605           307360.131586   753816.342524   307127.620893   753636.227362   -16640.676978 	 0.0378646157123263060000000 	 0.0154388709971961780000000        0.008359        3.136458     8131.715103     8238.672582  -0.070740   0.030611    999 
E0606           281752.845965   753869.706014   281541.464043   753689.552600   -16264.103705 	 0.0378672961902048950000000 	 0.0141526027448677560000000        0.083817        2.563181     8209.067704     8195.328153  -0.267220  -0.031381    999 
E0607           256131.931510   753845.191242   255941.266577   753665.055401   -15917.318208 	 0.0378660647995262560000000 	 0.0128656499085637100000000        3.497009        5.500549     8093.036102     8175.270201  -0.070959  -0.068117    999 
E0701           448299.270246   731626.550208   447958.715719   731461.876674   -18485.981141 	 0.0367500100565403760000000 	 0.0225183226131064860000000        3.604816        2.864895     8201.742034     8211.497329   0.036953  -0.051988    999 
E0702           422625.861834   731656.227270   422308.758113   731491.533697   -17925.927254 	 0.0367515007519439930000000 	 0.0212287329760682370000000        0.886059        2.411504     8080.489736     8201.661518  -0.105664  -0.108485    999 
E0703           396959.293839   731590.697056   396665.005185   731426.047730   -17395.590666 	 0.0367482091327307820000000 	 0.0199394869369737440000000        2.198905        3.067366     8249.015929     8226.297385  -0.050871  -0.087931    999 
E0704           371393.202852   731606.749682   371120.922535   731442.089517   -16903.185299 	 0.0367490154650772640000000 	 0.0186552879141403570000000        2.338081        3.710504     8373.448784     8198.028685  -0.011374  -0.079789    999 
E0705           345764.066485   731617.964548   345513.239137   731453.296812   -16442.312049 	 0.0367495787940606280000000 	 0.0173679220866169710000000        0.706797       -0.515867     8176.629795     8192.520526   0.002238  -0.098530    999 
E0706           320163.722615   731729.270429   319933.694369   731564.527528   -16018.545638 	 0.0367551697505996210000000 	 0.0160820025223419040000000        3.254554        2.726343     8159.033948     8172.432698   0.074794  -0.080913    999 
E0707           294545.147814   731605.671880   294335.542157   731441.012444   -15618.772971 	 0.0367489613265051810000000 	 0.0147951672082092980000000        1.951029        4.686458     8119.114241     8238.030287  -0.092788  -0.068250    999 
E0708           268932.881814   731623.820962   268743.124466   731459.149271   -15257.234135 	 0.0367498729649978140000000 	 0.0135086487886366180000000        3.212477        3.302823     7934.534093     8195.570591   0.076621  -0.101972    999 
E0801           486658.005408   709356.889024   486300.672599   709206.799091   -18580.480966 	 0.0356313925429636860000000 	 0.0244451032945411620000000        4.675552        4.654487     8152.042152     8196.981198  -0.319647  -0.071763    999 
E0802           461009.196787   709463.063419   460675.318124   709312.906084   -17974.242293 	 0.0356367257421059750000000 	 0.0231567493187444480000000        3.149354        3.739361     8222.051523     8183.483117  -0.177039  -0.147582    999 
E0803           435402.450506   709426.535740   435091.345493   709276.401596   -17396.855149 	 0.0356348909363944640000000 	 0.0218705081577370290000000        2.080665        2.773581     8152.993741     8218.953145  -0.143586  -0.091185    999 
E0804           409791.391072   709423.683328   409502.315497   709273.550995   -16853.486416 	 0.0356347476581581200000000 	 0.0205840503446851380000000        1.811415        2.088163     8079.986768     8186.754977  -0.022817  -0.085853    999 
E0805           384180.595077   709413.136463   383912.876036   709263.010825   -16342.768331 	 0.0356342178832341270000000 	 0.0192976057643137570000000        2.317327        4.460065     8197.421743     8207.304919   0.130765  -0.072731    999 
E0806           358581.541456   709477.825135   358334.484995   709327.658428   -15867.861463 	 0.0356374672313542200000000 	 0.0180117510099315200000000        1.600608        1.779486     8213.362313     8187.867006  -0.060847  -0.069856    999 
E0807           332957.907199   709439.059636   332731.007454   709288.917541   -15421.748883 	 0.0356355200186614510000000 	 0.0167246615564887910000000        2.090123        3.498725     8169.116705     8221.747613  -0.296405  -0.076640    999 
E0808           307357.371903   709361.626940   307150.077969   709211.534000   -15007.569682 	 0.0356316305311365490000000 	 0.0154387323767789280000000        2.405200        4.053592     8087.988798     8179.263156  -0.043235  -0.089717    999 
E0809           281758.927684   709427.401981   281570.650819   709277.267287   -14631.416995 	 0.0356349344481684820000000 	 0.0141529082329974550000000        0.304575        2.224931     8151.240895     8224.815396  -0.002983  -0.078810    999 
E0810           256144.215514   709492.509596   255974.508188   709342.333564   -14287.922559 	 0.0356382048399958230000000 	 0.0128662669409448480000000        1.899625        3.789155     8180.737495     8219.110235  -0.029024  -0.076431    999 
E0901           525019.412358   687214.897298   524645.824914   687078.427490   -18778.257956 	 0.0345191879375328220000000 	 0.0263720181813299270000000        3.111758        3.158615     8256.559257     8219.473006   0.040730  -0.097262    999 
E0902           499390.737973   687189.246534   499040.919122   687052.792006   -18118.455118 	 0.0345178994853525270000000 	 0.0250846755594460870000000        3.020478        0.703689     7983.348697     8187.844168   0.211639  -0.092221    0 
E0903           473796.802896   687291.152853   473469.788038   687154.637613   -17496.842398 	 0.0345230182966511710000000 	 0.0237990779124146350000000        2.923956        3.209487     8127.550293     8189.587462  -0.032315  -0.083906    999 
E0904           448187.589730   687249.734336   447882.729703   687113.243774   -16902.815285 	 0.0345209378214166860000000 	 0.0225127128384414770000000        2.997639        3.369068     8236.259001     8211.713514  -0.120251  -0.108234    999 
E0905           422590.852575   687274.736918   422307.343673   687138.231459   -16344.259563 	 0.0345221937150651250000000 	 0.0212269744414259850000000        2.018556        2.632529     8089.108420     8201.266737  -0.186599  -0.096048    999 
E0906           396990.549335   687297.200290   396727.700233   687160.681446   -15818.428912 	 0.0345233220627864380000000 	 0.0199410569180205400000000        3.163341        3.295768     8155.467196     8194.607479  -0.180270  -0.018856    999 
E0907           371371.173250   687260.050177   371128.382980   687123.553469   -15323.079212 	 0.0345214559918746100000000 	 0.0186541813549030090000000        2.317819        2.985374     8163.413687     8206.079709  -0.096833  -0.073952    999 
E0908           345768.081564   687281.623035   345544.684865   687145.113473   -14862.982199 	 0.0345225396085664170000000 	 0.0173681237662953420000000        2.325100        3.354215     8167.025197     8213.299440   0.043477  -0.083733    999 
E0909           320155.121014   687314.140504   319950.549370   687177.611566   -14436.006826 	 0.0345241729791862170000000 	 0.0160815704591242730000000        1.708217        2.897787     8111.170111     8187.883105   0.099362  -0.066731    999 
E0910           294542.445662   687283.493374   294356.204425   687146.982697   -14039.784271 	 0.0345226335567282510000000 	 0.0147950314775831500000000        1.851250        3.135049     7958.630387     8171.826615   0.046271  -0.030214    999 
E0911           268944.256853   687274.110404   268775.836223   687137.605318   -13677.419621 	 0.0345221622449190040000000 	 0.0135092201632230500000000       -0.072301        1.268050     8158.380431     8193.059827  -0.086380  -0.090681    999 
E1001           537838.251628   665058.401189   537472.786225   664934.709682   -18368.123488 	 0.0334062547688171310000000 	 0.0270159156341773440000000        1.854011        0.656425     7997.768798     8193.391769  -0.098454  -0.085662    999 
E1002           512113.405749   664907.717723   511771.363020   664784.110269   -17685.190204 	 0.0333986858542029070000000 	 0.0257237422644332570000000        3.120986        2.654086     8221.004651     8209.141047  -0.068083  -0.086506    999 
E1003           486606.633775   665125.393988   486286.658907   665001.665100   -17053.092122 	 0.0334096198545434100000000 	 0.0244425228687111880000000        2.809670        0.612867     8143.868763     8185.467049  -0.043426  -0.090099    999 
E1004           460968.848819   665088.182363   460670.467549   664964.474240   -16442.103617 	 0.0334077506938181210000000 	 0.0231547226177653870000000        2.706950        2.426863     8122.324091     8220.523480   0.050156  -0.087782    999 
E1005           435373.336868   665109.322537   435095.705699   664985.602617   -15866.976566 	 0.0334088125765643690000000 	 0.0218690457634603920000000        3.513376        4.321625     8202.927356     8197.154115   0.186303  -0.041016    999 
E1006           409769.100753   665066.323624   409511.553110   664942.627698   -15322.409522 	 0.0334066527171939240000000 	 0.0205829306895159020000000        1.808279        2.469828     8176.549450     8195.984108  -0.053298  -0.056438    999 
E1007           384162.383766   665099.814847   383924.200000   664976.100000   -14813.300000 	 0.0334083349999999970000000 	 0.0192966910000000010000000        0.000000        0.000000     8250.000000     8250.000000   0.000000   0.000000    0 
E1008           358544.446192   665104.250819   358325.001837   664980.533730   -14335.837329 	 0.0334085578213381420000000 	 0.0180098876941081310000000        2.275843        3.011175     8324.792562     8213.679199   0.098747  -0.066547    999 
E1009           332938.958261   665099.959120   332737.665416   664976.244426   -13891.279153 	 0.0334083422469286170000000 	 0.0167237097407488440000000        2.395880        3.128305     8168.993542     8220.960845  -0.150610  -0.067404    999 
E1010           307336.586585   665089.888474   307152.895318   664966.179399   -13479.486277 	 0.0334078363927567750000000 	 0.0154376883186400950000000        1.856193        4.321074     8274.972715     8241.454131   0.005756  -0.067621    999 
E1011           281732.224688   665072.884490   281565.630736   664949.184903   -13100.336588 	 0.0334069822731336080000000 	 0.0141515669265822680000000        1.431436        2.758404     8066.180694     8166.459727   0.015532  -0.101162    999 
E1012           256108.659503   665105.154570   255958.686796   664981.436976   -12755.494306 	 0.0334086032172581930000000 	 0.0128644809426917160000000        1.100977        2.648768     8151.711526     8188.921571   0.081729  -0.095592    999 
E1101           576218.346133   642912.877971   575837.496474   642801.135444   -18714.206799 	 0.0322938727746040140000000 	 0.0289437692073097540000000        1.687426        1.485422     8238.966235     8198.963654  -0.140621  -0.117667    999 
E1102           550608.851074   642884.989353   550251.630500   642773.261367   -17989.017770 	 0.0322924719137465050000000 	 0.0276573899737010580000000        3.567571        2.718537     8300.712006     8213.231419  -0.140896  -0.077543    999 
E1103           525000.835373   642848.949885   524666.336680   642737.240687   -17296.518393 	 0.0322906616311591160000000 	 0.0263710850490396710000000        0.580919       -6.245721     8054.461758     8189.415741   0.006728  -0.094675    999 
E1104           499373.370109   642968.116960   499060.612768   642856.345629   -16641.452122 	 0.0322966474598364580000000 	 0.0250838031619730510000000        3.085989        1.903948     8234.663685     8195.053281   0.296795  -0.091261    999 
E1105           473771.184644   642913.369553   473479.464847   642801.626770   -16014.335650 	 0.0322938974670393120000000 	 0.0237977910933398800000000        3.259126        2.621635     8138.542672     8187.023116   0.119113  -0.076740    999 
E1106           448453.213793   643220.610830   448181.260437   643108.707774   -15438.201100 	 0.0323093303678774340000000 	 0.0225260552833771410000000        3.070026        1.240811     8225.612676     8211.316187  -0.036068  -0.069693    999 
E1107           422556.275823   642915.588126   422304.241935   642803.844186   -14862.180892 	 0.0322940089071981910000000 	 0.0212252376318802300000000        2.351039        2.387062     8199.742842     8198.078696   0.083329  -0.076696    999 
E1108           396982.170332   642939.986541   396748.871302   642828.229879   -14336.889986 	 0.0322952344532128970000000 	 0.0199406360360201740000000        2.164217        2.279769     8193.321148     8209.224566  -0.098528  -0.141791    999 
E1109           371325.671697   642864.418123   371110.572328   642752.700861   -13839.664753 	 0.0322914386093445530000000 	 0.0186518957865274110000000        3.604253        5.465259     8091.988880     8236.871017  -0.201339  -0.084528    999 
E1110           345747.538850   642928.918722   345549.885302   642817.167831   -13381.362839 	 0.0322946785104430210000000 	 0.0173670918943088640000000        1.956697        2.503873     8208.218563     8204.729561  -0.412276  -0.021545    999 
E1111           320143.111592   642923.362406   319962.392293   642811.614413   -12953.217517 	 0.0322943994136305620000000 	 0.0160809672191116470000000        1.278196        1.813199     8151.066591     8213.398285   0.009746  -0.104141    999 
E1112           294535.338678   642982.681420   294370.995032   642870.902494   -12560.026377 	 0.0322973790408065050000000 	 0.0147946744898207370000000        1.431925        2.696686     8318.921435     8206.939390  -0.136895  -0.101563    999 
E1113           268932.647266   642954.567787   268784.232172   642842.803521   -12196.999234 	 0.0322959668772955370000000 	 0.0135086370071784740000000        1.360100        2.124411     8242.427266     8181.784269  -0.250012  -0.098906    999 
E1201           589009.080243   620723.628079   588636.915674   620623.060388   -18384.494611 	 0.0311792943650957140000000 	 0.0295862549222661900000000        4.321004        1.498974     8157.659656     8203.336958  -0.181128  -0.093897    999 
E1202           563407.702480   620691.370849   563058.728629   620590.818835   -17642.965475 	 0.0311776740664366610000000 	 0.0283002834249284000000000        3.945276        2.501715     8083.547920     8204.255142  -0.085792  -0.061463    999 
E1203           537788.954755   620674.342439   537462.239847   620573.798700   -16934.335365 	 0.0311768187198918010000000 	 0.0270134394247308060000000        3.271471        2.530090     8200.100407     8204.696409  -0.014071  -0.071036    999 
E1204           512200.431186   620798.599940   511894.945843   620697.995806   -16263.824695 	 0.0311830602435393190000000 	 0.0257281136007154500000000        3.259795        2.755826     8188.174627     8231.019614   0.052933  -0.079750    999 
E1205           486582.250930   620745.775259   486297.317619   620645.196803   -15619.933589 	 0.0311804068303243730000000 	 0.0244412981047854270000000        3.554676        2.828763     8266.516289     8219.535393   0.070969   0.016657    999 
E1206           460983.464859   620760.704614   460718.210558   620660.118900   -15011.542961 	 0.0311811567401154640000000 	 0.0231554567896337940000000        3.185408        3.399813     8270.227127     8180.201230  -0.156640  -0.014878    999 
E1207           435226.179296   620835.771855   434979.917386   620735.149648   -14434.454346 	 0.0311849274095617400000000 	 0.0218616539564673900000000        5.828568        5.440282     8270.632369     8195.945937  -0.292042   0.050525    999 
E1208           409747.540854   620717.708439   409519.478725   620617.143624   -13890.376452 	 0.0311789970182483510000000 	 0.0205818477237675530000000        2.599202        2.544835     8270.983111     8204.760475  -0.338719  -0.122086    999 
E1209           384148.983831   620735.653573   383938.440076   620635.080036   -13380.809777 	 0.0311798984123475010000000 	 0.0192960179137812130000000        2.372363        1.158913     8176.189058     8226.374627  -0.182804  -0.074941    0 
